Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term_Months,Default_Status
1650,64,21170,2285,593,12,No
1651,48,17335,6387,702,36,No
1652,49,69328,26381,536,36,Yes
1653,41,18283,5338,606,60,No
1654,36,29915,7010,645,60,No
1655,57,11299,4813,469,12,No
1656,40,12770,2136,642,36,Yes
1657,26,30444,10938,787,12,No
1658,39,37133,17973,684,60,No
1659,25,18126,3301,597,60,No
1660,23,8740,4165,611,24,No
1661,21,20256,9730,676,60,No
1662,58,24214,3146,609,60,No
1663,35,23142,2531,687,12,No
1664,54,16619,9754,606,24,No
1665,55,20405,4013,568,24,Yes
1666,45,15140,7737,744,36,No
1667,44,12633,4812,706,48,No
1668,32,32139,7463,498,36,No
1669,38,23130,3816,623,36,No
1670,35,20427,7115,733,36,No
1671,64,17093,5190,636,24,No
1672,36,20128,9046,603,12,No
1673,47,23864,13174,629,60,Yes
1674,28,52278,26276,658,24,Yes
1675,45,30554,7248,635,60,No
1676,37,15785,8515,643,60,No
1677,49,15868,8198,638,48,No
1678,28,14678,8286,572,36,Yes
1679,35,19925,6561,567,48,Yes
1680,47,14673,7105,562,36,Yes
1681,27,27928,11054,657,24,No
1682,23,5873,1499,696,60,No
1683,49,28784,17190,574,48,Yes
1684,64,25277,3011,529,24,Yes
1685,44,41413,7501,580,24,No
1686,23,34145,18652,762,36,No
1687,40,15648,2038,624,60,No
1688,35,32278,17540,632,36,No
1689,45,20251,9267,586,36,Yes
1690,50,8373,990,695,24,No
1691,34,23847,7503,640,36,No
1692,27,16120,7693,591,12,Yes
1693,37,22028,8625,567,60,Yes
1694,64,50298,28566,680,36,No
1695,40,24646,13156,671,36,Yes
1696,56,13244,3527,550,48,No
1697,29,35675,5077,748,60,No
1698,58,26404,15106,598,60,Yes
1699,42,12486,4478,472,36,No
1700,22,9866,1353,772,12,No
1701,44,13511,6867,641,48,Yes
1702,28,33461,17876,684,12,Yes
1703,31,18943,7950,783,36,No
1704,33,22938,7426,569,60,No
1705,37,11279,4862,688,60,No
1706,28,33914,15374,744,12,No
1707,41,8041,4394,575,24,Yes
1708,38,15871,9172,766,36,No
1709,50,27152,9697,537,60,No
1710,38,12565,6273,642,24,No
1711,51,29943,17434,563,60,Yes
1712,58,14262,2504,705,60,No
1713,52,11931,1302,572,24,Yes
1714,31,41908,22399,600,12,No
1715,45,23788,4701,579,36,Yes
1716,53,28553,3461,553,24,Yes
1717,58,36647,6598,588,24,Yes
1718,61,5945,1736,646,60,Yes
1719,28,30254,6342,641,24,No
1720,31,15055,3803,632,36,No
1721,42,16080,9449,596,12,Yes
1722,44,27411,12395,621,12,No
1723,61,18370,8378,523,12,Yes
1724,37,29651,4368,594,36,Yes
1725,32,21581,10057,632,60,No
1726,52,23959,11252,673,36,No
1727,35,17238,7410,663,24,No
1728,36,12932,2770,551,48,No
1729,42,15212,4738,684,48,No
1730,48,20922,10945,659,48,No
1731,40,55194,24014,765,12,No
1732,53,45979,21443,530,36,Yes
1733,30,15888,6254,639,36,Yes
1734,60,22700,7372,732,12,No
1735,52,19075,9146,626,24,No
1736,53,23508,3149,576,48,Yes
1737,22,25070,10945,584,48,No
1738,53,28674,17164,712,12,No
1739,53,5163,2530,526,48,Yes
1740,61,26456,6489,623,60,No
1741,33,18043,4310,579,36,No
1742,50,15483,6713,585,48,Yes
1743,53,32765,17952,685,48,No
1744,33,45862,17839,618,60,No
1745,46,31085,11305,668,24,No
1746,42,16995,3062,550,24,No
1747,59,12861,5886,716,60,No
1748,22,4899,2210,667,24,Yes
1749,58,24131,14079,749,12,No
1750,59,29422,7358,617,60,No
1751,46,20932,10010,685,36,No
1752,35,35132,11137,712,36,No
1753,54,11383,4316,684,36,No
1754,62,20219,10275,785,48,No
1755,64,19435,4100,516,60,Yes
1756,60,20846,5658,663,60,No
1757,31,39496,19220,617,24,No
1758,23,20901,8051,611,60,No
1759,26,19007,2779,769,60,No
1760,29,13789,4344,600,24,No
1761,26,42799,16833,718,60,No
1762,29,10768,5973,565,60,Yes
1763,59,16705,3244,731,12,Yes
1764,51,51378,25841,648,24,No
1765,52,27837,4601,627,12,No
1766,61,21805,4821,527,48,Yes
1767,32,22266,4935,627,24,No
1768,28,13722,7392,595,60,Yes
1769,28,21284,4246,789,60,No
1770,48,18491,9124,654,12,No
1771,40,24096,7973,602,12,No
1772,27,10372,6218,598,48,Yes
1773,31,26874,13962,541,48,Yes
1774,40,36618,17205,771,60,No
1775,36,19892,10649,750,36,No
1776,24,30441,12694,644,48,No
1777,26,25723,13422,824,60,Yes
1778,42,16254,3747,648,48,Yes
1779,46,12974,1931,737,24,No
1780,23,13916,5677,695,12,No
1781,61,25500,8092,604,60,No
1782,62,21416,6707,664,48,No
1783,34,41670,15141,679,12,No
1784,31,32709,9181,545,36,Yes
1785,38,32675,13495,673,48,No
1786,32,25123,2896,741,60,No
1787,43,13614,7963,594,24,Yes
1788,32,25917,14574,633,12,No
1789,33,22741,12908,561,12,No
1790,45,12466,3521,611,24,No
1791,39,40334,14760,617,60,No
1792,56,38221,22056,776,36,No
1793,28,12430,6851,624,24,No
1794,49,16012,7927,607,36,No
1795,52,16731,5080,642,60,No
1796,64,29879,11418,513,48,Yes
1797,38,28208,14004,461,48,Yes
1798,26,22521,5326,539,60,No
1799,38,25258,10437,675,36,No
1800,39,11570,5946,649,24,No
1801,42,26653,12093,719,60,No
1802,57,20942,7114,528,60,No
1803,52,15685,6153,633,48,No
1804,61,10236,6083,522,24,Yes
1805,23,22325,8952,671,48,No
1806,48,26330,12975,539,36,Yes
1807,30,9402,4355,630,36,No
1808,55,22231,10020,666,12,No
1809,49,23414,10727,618,60,No
1810,35,16695,5462,469,24,No
1811,53,26633,8977,782,24,No
1812,27,20612,6882,610,48,No
1813,32,25376,2959,521,48,Yes
1814,50,28771,6344,710,24,No
1815,41,28779,5101,713,48,No
1816,51,36622,19893,625,12,No
1817,44,26086,6195,772,60,No
1818,40,17352,2936,590,12,Yes
1819,57,15932,2547,664,36,No
1820,24,12943,5824,690,24,No
1821,48,23755,2447,771,12,No
1822,64,42644,14313,494,12,Yes
1823,40,18412,2935,833,48,No
1824,44,27578,14473,743,48,Yes
1825,52,15121,8758,685,48,No
1826,61,24279,14066,586,36,Yes
1827,56,41343,13270,579,12,No
1828,54,31042,13107,673,60,No
1829,56,10042,4015,689,48,No
1830,22,29300,8058,679,36,No
1831,35,29974,9652,662,36,No
1832,54,24022,3174,684,48,No
1833,56,30753,15310,475,24,Yes
1834,26,14519,3200,628,12,No
1835,59,22734,7508,539,48,Yes
1836,62,38372,13058,646,60,No
1837,32,36679,13951,754,12,No
1838,23,28970,14743,577,36,No
1839,38,14164,6316,593,60,Yes
1840,60,13092,5649,582,12,Yes
1841,41,23324,8475,592,60,Yes
1842,35,24110,3567,694,36,No
1843,53,20948,6305,712,48,No
1844,55,14729,8523,767,60,Yes
1845,46,27404,16381,569,48,Yes
1846,28,23273,10827,704,36,No
1847,56,25461,5442,718,36,No
1848,50,29635,4473,782,60,No
1849,43,19209,5904,575,60,No
1850,62,17250,9112,489,36,Yes
1851,64,38322,17663,627,60,No
1852,34,15082,8173,850,60,No
1853,34,17420,7105,562,60,Yes
1854,22,40828,6743,688,60,No
1855,57,16755,2637,472,12,Yes
1856,25,20966,2599,795,36,No
1857,58,17926,6875,499,36,Yes
1858,61,9030,1999,458,24,Yes
1859,34,20709,9675,657,48,No
1860,59,13288,5888,659,24,No
1861,45,25016,6480,763,60,No
1862,40,38285,7212,717,60,No
1863,22,7280,1100,489,12,No
1864,59,17971,8422,637,12,No
1865,26,27616,8981,594,12,Yes
1866,37,7393,1935,543,12,Yes
1867,45,42964,22699,684,12,No
1868,48,26634,10568,733,12,No
1869,22,37858,13591,585,12,No
1870,55,16614,7836,623,12,No
1871,57,17647,8960,628,12,Yes
1872,25,20323,9003,597,36,No
1873,21,64158,20530,615,12,No
1874,60,42576,12332,597,48,Yes
1875,32,23533,11433,659,12,No
1876,56,25014,8978,603,60,No
1877,43,30256,13681,684,60,No
1878,51,72822,39702,602,12,Yes
1879,31,26671,14880,701,12,Yes
1880,30,22538,5383,601,60,No
1881,23,18595,3606,698,48,No
1882,34,24771,5713,582,24,Yes
1883,36,16423,7812,720,36,No
1884,30,28227,8045,507,60,Yes
1885,49,10761,2009,649,12,No
1886,30,19336,2884,604,36,No
1887,32,31803,8385,646,12,No
1888,50,26491,4452,555,24,Yes
1889,61,17477,3114,634,24,No
1890,21,19613,8667,561,60,Yes
1891,25,36962,4060,630,36,No
1892,40,12025,1909,623,36,No
1893,28,12060,6297,676,24,Yes
1894,63,13838,7229,655,12,No
1895,32,21909,5797,800,60,No
1896,21,11177,1609,609,48,No
1897,40,35472,16050,639,24,No
1898,48,13875,3885,850,24,No
1899,63,24641,3024,632,60,No
1900,57,16489,2950,726,12,No
1901,57,21316,3594,696,36,No
1902,32,9880,3898,836,24,No
1903,57,36339,19952,535,60,Yes
1904,64,13619,6762,526,60,No
1905,48,12924,4823,560,60,Yes
1906,35,72366,22511,663,36,No
1907,26,29061,11895,569,24,No
1908,64,35639,11472,479,60,No
1909,40,27707,6180,576,36,No
1910,34,17566,7721,679,12,No
1911,22,11459,6149,577,48,Yes
1912,29,18969,5433,741,24,No
1913,57,13506,7033,559,36,Yes
1914,40,13918,4391,651,48,Yes
1915,46,9980,3000,618,48,No
1916,49,23323,2662,665,36,No
1917,21,48373,21653,673,36,No
1918,55,29116,14667,776,36,No
1919,26,20891,9020,705,60,No
1920,57,21584,3791,616,12,No
1921,25,4798,727,699,60,No
1922,53,17820,6886,710,48,No
1923,34,10793,3246,813,48,No
1924,32,23557,7409,637,48,No
1925,62,19341,11293,643,36,No
1926,40,14261,6588,754,24,No
1927,44,23293,7125,490,60,Yes
1928,63,23193,2540,633,24,No
1929,54,47066,5508,705,12,No
1930,45,31045,13734,733,12,No
1931,49,24550,12738,473,60,Yes
1932,59,13714,6224,542,48,Yes
1933,51,12878,3901,450,12,Yes
1934,63,29715,3434,719,24,No
1935,43,19929,11632,666,24,No
1936,64,24951,14800,763,36,No
1937,58,35918,13457,652,48,No
1938,40,10336,1398,829,36,Yes
1939,43,44290,16408,574,60,No
1940,36,35763,19532,620,12,No
1941,62,7885,3469,683,36,No
1942,28,71435,32859,592,36,Yes
1943,41,25866,3685,683,60,No
1944,21,17339,2657,641,24,No
1945,28,28553,4673,636,24,No
1946,49,13511,7460,639,60,Yes
1947,52,28942,10503,706,24,No
1948,58,14812,7343,622,60,Yes
1949,25,60486,9535,560,24,Yes
1950,42,22698,12797,655,60,Yes
1951,54,30482,15563,599,24,Yes
1952,21,14868,3157,570,36,No
1953,46,33131,17794,511,36,Yes
1954,63,21888,5071,724,24,No
1955,30,10873,2203,702,60,No
1956,50,19547,4537,762,36,No
1957,38,57846,32103,650,12,No
1958,37,33843,18877,736,24,No
1959,46,18224,4820,574,12,No
1960,28,8650,3916,497,12,Yes
1961,60,14526,6360,589,48,Yes
1962,32,10902,5486,633,12,No
1963,47,8756,2173,678,12,No
1964,28,32623,11583,752,48,No
1965,45,22724,9858,675,48,No
1966,24,54044,6113,830,48,No
1967,53,13375,3856,659,60,No
1968,21,22001,9855,658,48,No
1969,39,10969,2482,677,60,Yes
1970,51,16359,9469,680,24,Yes
1971,36,19711,2268,679,60,No
1972,34,18263,10575,551,24,Yes
1973,25,22624,4714,718,48,No
1974,61,35803,4454,850,48,No
1975,46,33969,8364,579,24,Yes
1976,48,14992,7393,646,36,No
1977,22,21694,10331,540,60,Yes
1978,26,32762,6697,710,12,No
1979,29,36970,7334,710,48,No
1980,53,15826,6667,529,60,Yes
1981,61,31384,10326,545,60,Yes
1982,45,25992,12895,483,48,No
1983,33,12926,1448,775,24,No
1984,29,32862,13315,582,48,Yes
1985,33,23760,11056,639,60,No
1986,51,9221,5502,620,36,No
1987,61,19016,8355,729,24,No
1988,31,22469,4851,702,48,No
1989,24,16270,2507,698,12,No
1990,54,40705,17114,585,48,Yes
1991,58,41449,14987,704,60,No
1992,24,18192,9997,724,60,No
1993,58,17221,7978,702,12,No
1994,39,20627,7319,546,24,Yes
1995,26,19929,6014,559,60,No
1996,54,16378,4949,788,24,No
1997,38,3448,734,805,24,No
1998,33,52966,5755,644,48,No
1999,61,22031,8536,644,24,No
2000,43,20147,4154,662,60,No
2001,39,25915,5290,696,60,No
2002,31,21162,3442,534,36,Yes
2003,21,17762,3459,668,24,No
2004,44,13322,1543,567,36,Yes
2005,27,8784,3839,648,48,No
2006,45,11190,3364,579,36,No
2007,41,12602,4798,598,24,No
2008,35,30499,12763,664,60,No
2009,21,31644,18551,600,48,Yes
2010,32,14173,1901,562,24,No
2011,27,5814,1796,766,48,Yes
2012,35,22127,4933,563,12,Yes
2013,41,17840,6036,465,24,Yes
2014,39,17621,9871,695,12,No
2015,49,35524,16411,626,36,No
2016,45,23607,10174,647,24,No
2017,53,13518,4334,662,12,No
2018,52,12049,5248,751,60,No
2019,55,19316,2244,799,36,No
2020,64,13999,5503,670,24,Yes
2021,58,21243,8006,555,24,No
2022,46,36793,10056,661,60,No
2023,31,11049,2218,697,60,No
2024,55,23014,11593,730,12,Yes
2025,28,34805,4417,660,12,No
2026,34,21097,2844,605,12,No
2027,30,31596,10118,577,48,Yes
2028,22,19079,4317,640,36,No
2029,29,23990,11340,529,24,No
2030,23,27457,11452,681,36,No
2031,41,16547,8046,664,60,No
2032,46,59595,15634,663,36,No
2033,28,29401,13826,707,36,No
2034,22,42255,22443,766,12,Yes
2035,26,37628,10258,644,60,No
2036,48,25942,7002,656,36,No
2037,49,44041,24221,620,24,No
2038,46,24196,3021,694,12,No
2039,45,15292,4206,649,36,No
2040,32,22190,3535,742,60,No
2041,25,13318,1524,740,24,No
2042,54,7701,1204,675,60,No
2043,57,14381,4538,643,60,No
2044,35,22843,10130,628,60,No
2045,64,37457,9163,688,48,No
2046,56,14360,7536,688,24,No
2047,35,36500,11636,628,60,No
2048,63,12023,7022,673,48,Yes
2049,43,13908,8025,588,12,Yes
2050,26,45459,22122,686,48,No
2051,64,22557,12771,594,12,Yes
2052,63,20194,9158,711,48,No
2053,41,24776,13572,624,60,No
2054,43,12049,2629,783,48,No
2055,63,18668,5090,653,48,No
2056,36,22055,10508,669,60,No
2057,35,40769,12731,538,12,No
2058,45,9554,4955,762,60,No
2059,56,53183,28656,646,24,No
2060,31,20695,5170,789,48,No
2061,35,12641,6468,653,24,Yes
2062,24,11547,2045,632,60,Yes
2063,41,25249,6743,609,60,No
2064,33,11230,4031,701,36,Yes
2065,42,16646,3549,691,24,Yes
2066,39,19439,7574,543,36,No
2067,54,39020,15192,604,24,No
2068,34,36652,7456,707,36,No
2069,24,15970,7950,598,36,Yes
2070,47,19804,8234,584,24,Yes
2071,49,9919,2567,665,60,Yes
2072,48,7946,1717,656,12,No
2073,55,11914,6426,612,60,Yes
2074,28,38620,20000,791,12,No
2075,36,32533,6990,638,24,No
2076,62,26681,3143,548,48,Yes
2077,56,10627,5337,520,60,Yes
2078,50,15431,6292,731,36,No
2079,38,14344,2157,562,60,No
2080,22,20272,7980,652,24,No
2081,33,19642,6405,580,48,No
2082,24,13346,6503,641,48,No
2083,46,26228,5364,677,60,No
2084,45,24697,8065,540,60,No
2085,50,15299,2725,613,60,No
2086,31,25645,14842,596,24,No
2087,27,38643,18910,572,12,No
2088,51,44982,21067,619,12,No
2089,64,28150,12529,600,36,No
2090,30,27740,8645,719,24,No
2091,59,19534,10971,592,48,Yes
2092,33,36859,5029,686,36,No
2093,51,12897,6469,683,48,No
2094,27,34784,7221,529,48,No
2095,62,19076,4998,609,60,No
2096,62,46419,16697,641,48,No
2097,56,29557,14522,671,48,No
2098,40,21291,11055,631,24,No
2099,24,19570,7668,733,60,No
2100,27,28647,8637,658,60,No
2101,21,27960,16028,685,36,No
2102,64,18048,4029,602,60,No
2103,62,23061,11566,686,12,Yes
2104,33,34482,14000,804,24,No
2105,42,11140,3213,692,36,No
2106,41,31664,3188,738,12,No
2107,42,28584,9241,626,48,No
2108,48,39867,9502,723,12,No
2109,29,15400,2343,730,36,No
2110,46,22089,3038,669,60,No
2111,29,24404,6681,644,24,No
2112,35,31869,12982,530,36,No
2113,30,27297,14160,647,12,No
2114,44,11851,2272,695,12,Yes
2115,62,25476,7956,588,36,No
2116,28,60000,17758,548,36,No
2117,44,29907,10667,658,36,No
2118,36,49962,25220,668,60,No
2119,46,37105,13982,542,36,Yes
2120,47,43529,22779,653,48,Yes
2121,57,25718,9239,673,24,No
2122,24,28593,11492,755,24,No
2123,44,25028,7976,611,48,No
2124,39,22074,11291,816,12,No
2125,56,31923,17937,654,12,No
2126,59,16975,7122,553,12,No
2127,30,56539,28857,623,12,No
2128,45,13849,1793,560,60,Yes
2129,38,33047,18276,636,48,Yes
2130,39,43885,8533,687,24,No
2131,56,20164,4602,671,48,No
2132,30,12625,1599,559,24,No
2133,53,39252,22872,549,12,No
2134,25,24384,12826,683,60,No
2135,55,33079,18411,701,36,No
2136,64,20853,10918,610,36,No
2137,54,52363,17791,446,12,No
2138,53,7642,4295,557,12,Yes
2139,41,26584,15544,728,48,No
2140,37,43082,15133,590,60,Yes
2141,42,23217,4360,622,60,No
2142,57,25621,10999,694,48,No
2143,35,17729,10419,625,60,Yes
2144,55,22255,11930,761,60,Yes
2145,48,9547,5068,620,36,Yes
2146,27,15379,8718,581,60,Yes
2147,52,14862,8129,744,12,No
2148,31,30778,15023,653,36,No
2149,30,16552,7599,563,12,No
2150,29,16793,3902,687,12,Yes
2151,34,18233,7487,626,48,No
2152,33,15148,5464,558,60,Yes
2153,45,25197,13378,657,60,Yes
2154,22,26603,9200,637,60,No
2155,55,33273,5452,515,60,No
2156,27,30527,3128,565,36,No
2157,41,29038,12745,799,24,No
2158,38,18685,7006,656,12,No
2159,23,18096,4804,757,24,No
2160,62,14248,2628,674,24,No
2161,59,14120,4707,748,24,Yes
2162,61,24273,3644,694,36,No
2163,31,15371,4120,574,24,Yes
2164,59,45897,13292,698,36,No
2165,44,21617,7194,573,48,Yes
2166,39,46662,15552,724,48,No
2167,24,29315,6698,667,48,No
2168,46,14933,7841,651,36,Yes
2169,58,21353,5931,614,36,No
2170,62,9540,2049,713,12,No
2171,52,24226,4552,637,24,No
2172,59,15632,4084,497,60,Yes
2173,56,12622,1688,512,60,Yes
2174,60,47149,5490,548,24,Yes
2175,57,36875,14844,712,60,No
2176,53,36370,14896,718,60,No
2177,56,32567,11880,675,60,No
2178,23,11879,5715,675,36,Yes
2179,29,18029,2155,765,36,No
2180,28,18587,10557,677,36,No
2181,53,9368,1382,701,24,No
2182,26,16672,7285,649,48,No
2183,61,16763,2794,613,60,Yes
2184,59,23458,12666,627,12,Yes
2185,24,78135,27765,814,36,No
2186,33,21797,3076,563,12,Yes
2187,22,23464,9581,675,60,No
2188,25,19436,2032,528,48,No
2189,64,31852,15544,601,12,No
2190,47,12874,5475,711,60,No
2191,52,56841,11727,505,60,No
2192,41,20700,5948,722,36,No
2193,28,18077,1878,813,48,No
2194,58,35775,15985,679,60,No
2195,28,14108,3686,750,48,No
2196,23,31559,12175,669,36,No
2197,64,44470,25719,706,12,No
2198,23,19522,4875,686,24,No
2199,42,61477,36586,609,24,Yes
2200,26,30398,12656,602,24,No
2201,22,30587,6761,744,48,No
2202,43,43605,13883,646,24,No
2203,64,49779,23407,638,12,No
2204,22,25107,8115,637,60,No
2205,58,32808,4404,674,48,No
2206,37,44274,8159,555,12,Yes
2207,55,12321,6106,635,48,No
2208,54,9276,3934,674,48,No
2209,43,21401,8237,547,48,No
2210,50,9165,1684,666,36,No
2211,28,18826,9768,578,60,Yes
2212,42,25775,14959,674,24,No
2213,64,19190,2311,822,36,No
2214,56,20520,2852,640,60,No
2215,25,13348,7239,563,24,Yes
2216,33,32665,16586,668,36,Yes
2217,49,12942,5292,687,36,No
2218,51,7696,4405,575,12,Yes
2219,36,19857,8403,512,36,Yes
2220,62,34804,7238,575,48,No
2221,50,22923,10643,646,36,No
2222,36,12303,5202,613,48,No
2223,32,23178,13741,736,60,No
2224,37,27423,5675,691,60,No
2225,36,23043,9192,658,48,No
2226,32,19297,9457,510,12,No
2227,28,28085,7568,700,12,No
2228,40,9235,2676,808,60,No
2229,23,14087,7662,718,36,Yes
2230,36,11468,3464,597,60,No
2231,50,43225,17824,639,60,No
2232,43,31445,17125,686,48,No
2233,48,24162,4951,760,12,No
2234,60,10664,6301,593,48,Yes
2235,25,31954,14410,612,60,No
2236,40,44058,15334,646,24,No
2237,60,29311,9246,639,36,No
2238,64,21642,12491,713,60,No
2239,21,30207,6127,670,48,No
2240,50,25246,6458,538,24,Yes
2241,41,34997,8885,597,24,No
2242,40,34608,8461,599,60,No
2243,26,19721,6592,472,12,No
2244,42,15830,9412,724,24,No
2245,38,18035,9818,660,36,No
2246,28,28794,7600,606,48,No
2247,59,18588,5788,722,48,No
2248,52,15134,6579,674,48,Yes
2249,53,22015,2390,547,60,Yes
2250,36,38320,19546,698,48,No
2251,32,23565,12722,759,48,No
2252,58,19185,10141,638,36,Yes
2253,54,25853,7433,644,12,No
2254,34,22971,7603,658,60,No
2255,56,8376,889,552,60,Yes
2256,53,31206,9352,661,48,No
2257,43,27003,8916,578,36,Yes
2258,22,22205,12290,649,24,No
2259,61,37465,20493,663,48,No
2260,41,40396,23552,692,48,No
2261,22,32839,17816,695,60,No
2262,47,14398,1498,575,60,Yes
2263,29,14649,6163,665,48,No
2264,21,38509,5164,726,60,No
2265,31,8616,2035,557,36,Yes
2266,23,20446,7956,789,24,No
2267,43,27444,12358,572,24,Yes
2268,46,9180,3922,780,24,No
2269,24,24764,3083,573,48,No
2270,38,35497,5388,645,48,No
2271,26,10479,1721,634,48,No
2272,55,50467,7353,540,36,No
2273,42,13294,2514,705,24,No
2274,63,29359,13042,709,60,No
2275,35,21124,10887,699,60,No
2276,42,22805,6942,630,12,No
2277,57,11594,5175,593,12,Yes
2278,62,41366,8273,737,60,No
2279,32,25924,15208,667,24,No
2280,62,49534,13621,589,48,No
2281,58,11746,6142,667,60,Yes
2282,38,20118,11521,516,60,Yes
2283,55,24459,13020,658,12,No
2284,50,22701,3031,702,24,No
2285,44,30742,13070,635,60,No
2286,62,19991,3199,706,48,No
2287,50,63640,6544,715,48,No
2288,34,22469,2828,672,36,No
2289,26,5207,2905,791,48,Yes
2290,23,22973,12732,758,60,No
2291,36,41387,8811,700,60,No
2292,27,13881,5184,678,48,No
2293,34,13448,7766,629,12,No
2294,29,14469,5040,598,24,No
2295,35,12858,3816,713,60,No
2296,41,17331,5920,634,48,No
2297,55,34705,17182,568,48,No
2298,22,47248,16000,585,60,No
2299,47,6554,3222,596,36,No
2300,22,18229,5757,790,24,No
2301,55,25625,5791,717,60,No
2302,38,24375,6416,652,48,No
2303,34,56952,7911,683,36,No
2304,40,8059,2810,692,60,No
2305,38,6035,1050,580,24,Yes
2306,30,61765,31239,556,36,Yes
2307,45,32103,9961,734,48,No
2308,22,16552,7986,542,12,Yes
2309,45,23999,13852,648,24,No
2310,53,24874,13052,592,36,Yes
2311,56,16354,9415,667,60,No
2312,51,23644,9078,629,60,No
2313,34,26302,4804,692,36,No
2314,21,60340,34254,465,60,Yes
2315,36,35657,19049,739,36,Yes
2316,23,52557,27971,708,24,No
2317,55,11251,5025,730,60,No
2318,61,18516,7637,721,24,No
2319,26,24862,2669,675,48,No
2320,45,8429,3995,598,48,Yes
2321,33,39772,5797,685,48,No
2322,54,30366,6980,673,48,No
2323,28,18332,6888,720,60,No
2324,41,20097,6548,699,36,No
2325,54,41230,4448,657,60,No
2326,24,14798,7576,684,60,Yes
2327,45,42070,22692,691,24,Yes
2328,35,19418,8562,737,36,No
2329,24,32144,11910,788,12,No
2330,32,23003,13350,697,12,Yes
2331,52,67278,10763,692,36,No
2332,52,14133,6627,632,12,No
2333,48,16537,2715,622,36,Yes
2334,33,10372,3017,591,24,Yes
2335,51,12728,4998,394,24,Yes
2336,34,31462,14741,582,60,Yes
2337,40,49024,4993,636,12,No
2338,38,33297,7668,625,36,No
2339,49,21967,8108,686,24,No
2340,26,14089,5162,585,60,No
2341,52,34517,14456,589,12,Yes
2342,49,13707,3453,480,12,Yes
2343,63,11220,4154,687,12,No
2344,22,18878,3679,578,24,No
2345,43,7966,1540,592,24,Yes
2346,39,11040,4286,695,12,No
2347,51,56556,25039,579,24,Yes
2348,25,10062,1611,680,12,No
2349,39,12160,1962,553,48,No
2350,54,22831,8736,648,24,No
2351,30,23434,5508,601,36,No
2352,45,19588,5801,628,24,No
2353,22,8089,2429,770,12,No
2354,31,33666,6372,518,36,No
2355,51,17649,1776,763,60,No
2356,35,40547,21351,576,36,Yes
2357,29,15956,7299,719,36,No
2358,43,35999,16029,735,24,No
2359,39,42110,15717,684,36,No
2360,29,17440,7856,552,36,No
2361,55,34208,19424,671,12,Yes
2362,41,11335,4906,850,24,No
2363,29,25130,5843,650,12,No
2364,48,40583,15635,641,24,No
2365,27,28545,9167,634,60,No
2366,36,73358,27744,691,36,No
2367,36,29353,10532,643,24,No
2368,53,18349,9713,672,36,Yes
2369,24,91166,38827,626,36,No
2370,24,49853,9690,567,48,No
2371,59,9882,1299,835,12,No
2372,60,14882,4645,642,24,Yes
2373,37,13107,1413,850,60,Yes
2374,57,30418,7882,683,48,No
2375,59,29306,8323,697,12,No
2376,49,29194,8401,625,60,No
2377,56,9750,5749,602,60,Yes
2378,58,16009,4033,627,36,No
2379,59,20442,4755,583,12,Yes
2380,57,8857,1458,576,48,Yes
2381,55,14243,5063,792,24,No
2382,27,43400,7674,713,24,No
2383,47,10127,4133,769,48,Yes
2384,48,45598,8097,739,36,No
2385,42,38008,14759,601,36,No
2386,34,19046,9773,526,60,Yes
2387,27,15923,1930,613,12,No
2388,57,33386,10345,657,60,No
2389,42,14855,4909,741,24,No
2390,25,15229,7546,645,48,No
2391,22,21765,7268,850,12,No
2392,47,7592,2913,615,48,No
2393,41,10668,5287,697,12,Yes
2394,58,18810,7145,602,24,No
2395,35,27940,7799,682,24,No
2396,41,14753,2108,639,12,No
2397,30,19954,9277,630,36,No
2398,43,9830,5264,600,12,No
2399,59,35110,20540,661,24,No
2400,25,24588,13850,716,48,No
2401,21,25700,12816,571,60,Yes
2402,33,28116,11857,646,48,No
2403,41,22903,11239,689,24,No
2404,46,17293,5465,704,48,No
2405,41,38747,15397,799,36,No
2406,38,23823,6535,696,36,No
2407,57,20274,5339,617,12,No
2408,52,21931,10490,604,48,No
2409,56,21698,7094,603,48,No
2410,37,20173,4157,599,24,No
2411,55,27530,5532,667,12,No
2412,31,13795,7305,683,12,Yes
2413,41,14308,6279,715,48,No
2414,46,29133,10867,703,60,No
2415,24,20483,6154,749,48,No
2416,54,35799,11291,596,48,Yes
2417,38,27022,3478,780,48,No
2418,60,16708,5471,599,36,Yes
2419,55,29364,14615,677,12,No
2420,61,40078,11782,634,36,No
2421,49,27542,8036,648,60,No
2422,49,30723,3313,703,24,No
2423,58,20213,6648,534,60,No
2424,62,36189,4077,583,12,No
2425,41,16475,6345,709,24,No
2426,62,26089,9219,649,60,No
2427,33,79598,41391,629,12,Yes
2428,61,28837,11272,560,60,No
2429,37,17847,4670,630,24,No
2430,29,17824,6383,704,24,No
2431,61,21254,9561,604,60,No
2432,21,33712,4955,759,36,No
2433,22,23691,9726,736,60,No
2434,49,15926,8891,621,60,Yes
2435,53,15912,3971,602,60,Yes
2436,30,23766,9822,428,36,Yes
2437,60,22498,11488,563,48,Yes
2438,41,27652,9841,558,24,Yes
2439,48,34847,15994,535,12,Yes
2440,31,86135,22007,647,24,No
2441,54,10603,2682,674,24,Yes
2442,28,31052,13470,795,48,No
2443,42,23136,10473,655,24,No
2444,28,8757,4978,487,24,Yes
